date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2017-12-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,943.1,0.42
2017-12-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,1215.7,0.54
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,653.5,0.29
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1300,0.58
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,1198.9,0.54
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1933.3,0.87
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,820.6,0.37
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1500,0.67
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,6311.6,2.83
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,5000,2.24
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,6000,2.69
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,6000,2.69
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2550,1.14
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,4625,2.07
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,1500,0.67
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,1099.5,0.49
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,759.4,0.34
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1418.7,0.64
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1204.9,0.54
2017-12-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,1170.2,0.52
2017-12-15,Rukwa,Sumbawanga Urban,Sumbawanga,100,-7.97,31.62,cereals and tubers,Maize,51,100 KG,actual,Wholesale,TZS,36777.78,16.46
2017-12-15,Rukwa,Sumbawanga Urban,Sumbawanga,100,-7.97,31.62,cereals and tubers,Rice,52,100 KG,actual,Wholesale,TZS,176250,78.89
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,500,0.22
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1600,0.72
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,836.6,0.37
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Rice,52,KG,actual,Retail,TZS,2019,0.9
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,776,0.35
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1500,0.67
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,8333.3,3.73
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,7000,3.13
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,8000,3.58
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,8000,3.58
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2650,1.19
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,5000,2.24
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,3750,1.68
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,pulses and nuts,Beans (green),868,KG,actual,Retail,TZS,4138.2,1.85
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,456.6,0.2
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,2120.7,0.95
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,755.8,0.34
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1492.8,0.67
2017-12-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,883.7,0.4
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,833.3,0.37
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1000,0.45
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,800,0.36
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Rice,52,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,625.2,0.28
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1200,0.54
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,10423.5,4.67
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,5000,2.24
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,6000,2.69
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,4650.9,2.08
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2525,1.13
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,4500,2.01
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,1800,0.81
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,509.9,0.23
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,2101.6,0.94
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1454.2,0.65
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1144.7,0.51
2017-12-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,620.1,0.28
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,957.2,0.43
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1500,0.67
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,808.1,0.36
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Rice,52,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,904.9,0.41
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1500,0.67
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,10123.3,4.53
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,6000,2.69
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,7000,3.13
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,7000,3.13
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2800,1.25
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,4307.1,1.93
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,14500,6.49
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,1800,0.81
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2200,0.98
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,505,0.23
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,837.9,0.38
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1409,0.63
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1221.5,0.55
2017-12-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,1087.3,0.49
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,1066.7,0.48
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1433.3,0.64
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,895.2,0.4
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Rice,52,KG,actual,Retail,TZS,2101.1,0.94
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,688.2,0.31
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1366.7,0.61
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,7197.3,3.22
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,6000,2.69
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,8000,3.58
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,6500,2.91
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2550,1.14
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,3000,1.34
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,3575,1.6
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2100,0.94
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2100,0.94
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2300,1.03
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,841.3,0.38
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,1041.1,0.47
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,1121.8,0.5
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1597.5,0.72
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,898.7,0.4
2017-12-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,3289,1.47
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,1500,0.67
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1000,0.45
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,700,0.31
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1844.4,0.83
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,1192,0.53
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1500,0.67
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,6965.5,3.12
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,4250,1.9
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,5250,2.35
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,6000,2.69
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2300,1.03
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,4375,1.96
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,4000,1.79
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2300,1.03
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,1900,0.85
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2275,1.02
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,646.7,0.29
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,1668.5,0.75
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,1642.3,0.74
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1073.4,0.48
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1526.6,0.68
2017-12-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,849.6,0.38
2017-12-15,Tabora,Tabora Urban,Tabora,96,-5.02,32.8,cereals and tubers,Maize,51,100 KG,actual,Wholesale,TZS,59000,26.41
2017-12-15,Tabora,Tabora Urban,Tabora,96,-5.02,32.8,cereals and tubers,Rice,52,100 KG,actual,Wholesale,TZS,220000,98.48
2017-12-15,Tabora,Tabora Urban,Tabora,96,-5.02,32.8,pulses and nuts,Beans,50,100 KG,actual,Wholesale,TZS,175000,78.33
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,560,0.25
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,700,0.31
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,800,0.36
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,cereals and tubers,Rice,52,KG,actual,Retail,TZS,2155.6,0.96
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,1388.2,0.62
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1400,0.63
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,10449.5,4.68
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,6000,2.69
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,9000,4.03
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,9000,4.03
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2400,1.07
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,3500,1.57
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,4750,2.13
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2150,0.96
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,pulses and nuts,Beans (green),868,KG,actual,Retail,TZS,2000,0.9
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2050,0.92
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2175,0.97
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,605.4,0.27
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,1114.1,0.5
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,569.4,0.25
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1009.2,0.45
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1100.8,0.49
2017-12-15,Tanga,Handeni,Tanga Region,4561,-5.22,38.28,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,1281.6,0.57
2017-12-15,Tanga,Tanga,Tanga / Mgandini,97,-5.07,39.1,cereals and tubers,Maize,51,100 KG,actual,Wholesale,TZS,46937.5,21.01
2017-12-15,Tanga,Tanga,Tanga / Mgandini,97,-5.07,39.1,cereals and tubers,Rice,52,100 KG,actual,Wholesale,TZS,191000,85.5
2017-12-15,Tanga,Tanga,Tanga / Mgandini,97,-5.07,39.1,pulses and nuts,Beans,50,100 KG,actual,Wholesale,TZS,166500,74.53
2018-01-15,Arusha,Arusha Urban,Arusha (urban),80,-3.37,36.68,cereals and tubers,Maize,51,100 KG,actual,Wholesale,TZS,51750,23.14
2018-01-15,Arusha,Arusha Urban,Arusha (urban),80,-3.37,36.68,cereals and tubers,Rice,52,100 KG,actual,Wholesale,TZS,210000,93.92
2018-01-15,Arusha,Arusha Urban,Arusha (urban),80,-3.37,36.68,pulses and nuts,Beans,50,100 KG,actual,Wholesale,TZS,160000,71.56
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,1000,0.45
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1200,0.54
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,1026.4,0.46
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,cereals and tubers,Rice,52,KG,actual,Retail,TZS,2333.3,1.04
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,950,0.42
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1500,0.67
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,7825.1,3.5
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,6000,2.68
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,9000,4.03
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,6750,3.02
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2500,1.12
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,4500,2.01
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,5625,2.52
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2050,0.92
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,pulses and nuts,Beans (green),868,KG,actual,Retail,TZS,7013.6,3.14
2018-01-15,Arusha,Ngorongoro,Arusha Region,4538,-2.97,35.92,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2050,0.92
