date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,4575,2
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,7250,3.16
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,458.4,0.2
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,1186.7,0.52
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,831.5,0.36
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1142.2,0.5
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,941.7,0.41
2018-10-15,Mwanza,Nyamagana,Mwanza Region,4562,-2.52,32.91,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,539.9,0.24
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,519.8,0.23
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1200,0.52
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1900,0.83
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,444.6,0.19
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1400,0.61
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,9460.9,4.13
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,7000,3.05
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,9000,3.92
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2500,1.09
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,3500,1.53
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,pulses and nuts,Beans (green),868,KG,actual,Retail,TZS,2870.4,1.25
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2500,1.09
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,868.7,0.38
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,1073.5,0.47
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,834.8,0.36
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1635.1,0.71
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,950.6,0.41
2018-10-15,Njombe,Njombe Urban,Njombe Region,4553,-9.45,34.71,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,858.4,0.37
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,800,0.35
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,933.3,0.41
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,1144.8,0.5
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1900,0.83
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,1098.1,0.48
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1500,0.65
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,9360.7,4.08
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,7000,3.05
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,10000,4.36
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2350,1.02
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,3750,1.64
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,4875,2.13
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,1750,0.76
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,pulses and nuts,Beans (green),868,KG,actual,Retail,TZS,5346.3,2.33
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,1950,0.85
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,1262.6,0.55
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,1321.6,0.58
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,1180,0.51
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1233.3,0.54
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1205.7,0.53
2018-10-15,Pwani,Kisarawe,Pwani Region,4554,-7.27,38.66,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,1141.8,0.5
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,311.7,0.14
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1000,0.44
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,1058,0.46
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1400,0.61
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,634.8,0.28
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1300,0.57
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,7000,3.05
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,5000,2.18
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,5875,2.56
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,6000,2.62
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2625,1.14
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,4000,1.74
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,1500,0.65
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,1200,0.52
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,1500,0.65
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,776.5,0.34
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,1249.3,0.54
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,1174.6,0.51
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,2553.8,1.11
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1512,0.66
2018-10-15,Rukwa,Nkasi,Rukwa Region,4555,-7.95,31.36,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,814.5,0.36
2018-10-15,Rukwa,Sumbawanga Urban,Sumbawanga,100,-7.97,31.62,cereals and tubers,Maize,51,100 KG,actual,Wholesale,TZS,22833.33,9.96
2018-10-15,Rukwa,Sumbawanga Urban,Sumbawanga,100,-7.97,31.62,cereals and tubers,Rice,52,100 KG,actual,Wholesale,TZS,120000,52.33
2018-10-15,Rukwa,Sumbawanga Urban,Sumbawanga,100,-7.97,31.62,pulses and nuts,Beans,50,100 KG,actual,Wholesale,TZS,174166.67,75.96
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,250,0.11
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,866.7,0.38
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,1015.3,0.44
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1843.2,0.8
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,516.4,0.23
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1433.3,0.63
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,9888.9,4.31
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,7000,3.05
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,8000,3.49
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,8000,3.49
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2625,1.14
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,5000,2.18
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,4500,1.96
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,pulses and nuts,Beans (green),868,KG,actual,Retail,TZS,4560,1.99
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,558.4,0.24
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,2157.1,0.94
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,822.4,0.36
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1788.6,0.78
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1019.3,0.44
2018-10-15,Ruvuma,Namtumbo,Ruvuma Region,4556,-10.73,36.25,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,940.5,0.41
2018-10-15,Ruvuma,Songea Urban,Songea,95,-10.68,35.65,cereals and tubers,Maize,51,100 KG,actual,Wholesale,TZS,20111.11,8.77
2018-10-15,Ruvuma,Songea Urban,Songea,95,-10.68,35.65,cereals and tubers,Rice,52,100 KG,actual,Wholesale,TZS,178333.33,77.77
2018-10-15,Ruvuma,Songea Urban,Songea,95,-10.68,35.65,pulses and nuts,Beans,50,100 KG,actual,Wholesale,TZS,114444.44,49.91
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,933.3,0.41
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,933.3,0.41
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,1000,0.44
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1300,0.57
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,552.1,0.24
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1266.7,0.55
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,7651.5,3.34
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,5250,2.29
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,7000,3.05
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,4650.9,2.03
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2875,1.25
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,4125,1.8
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,1800,0.78
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,1600,0.7
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,773.5,0.34
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,2361.6,1.03
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,726.2,0.32
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1314.1,0.57
2018-10-15,Shinyanga,Kahama,Shinyanga Region,4557,-3.75,32.94,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1109.6,0.48
2018-10-15,Shinyanga,Shinyanga Urban,Shinyanga,93,-3.67,33.43,cereals and tubers,Maize,51,100 KG,actual,Wholesale,TZS,54722.22,23.86
2018-10-15,Shinyanga,Shinyanga Urban,Shinyanga,93,-3.67,33.43,cereals and tubers,Rice,52,100 KG,actual,Wholesale,TZS,122777.78,53.54
2018-10-15,Shinyanga,Shinyanga Urban,Shinyanga,93,-3.67,33.43,pulses and nuts,Beans,50,100 KG,actual,Wholesale,TZS,220000,95.94
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,509.3,0.22
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1000,0.44
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,1000,0.44
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1400,0.61
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,803.6,0.35
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1500,0.65
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,9287.7,4.05
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,5000,2.18
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,6000,2.62
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,6000,2.62
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2800,1.22
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,2896.2,1.26
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,9750,4.25
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,1800,0.78
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,1800,0.78
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2000,0.87
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,508.5,0.22
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,695.2,0.3
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1697.8,0.74
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1477.1,0.64
2018-10-15,Simiyu,Meatu,Simiyu Region,4558,-3.03,34.28,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,970.1,0.42
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,933.3,0.41
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,1000,0.44
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,1001.9,0.44
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1760.3,0.77
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,459.3,0.2
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1366.7,0.6
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,"meat, fish and eggs",Fish (fresh),401,KG,actual,Retail,TZS,7942.4,3.46
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,"meat, fish and eggs","Meat (beef, with bones)",857,KG,actual,Retail,TZS,6000,2.62
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,TZS,7000,3.05
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,"meat, fish and eggs",Meat (goat),451,KG,actual,Retail,TZS,6500,2.83
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,miscellaneous food,Sugar,97,KG,actual,Retail,TZS,2500,1.09
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,oil and fats,Oil (cotton),172,L,actual,Retail,TZS,3000,1.31
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,oil and fats,Oil (sunflower),184,L,actual,Retail,TZS,3575,1.56
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,pulses and nuts,Beans (dry),262,KG,actual,Retail,TZS,2100,0.92
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,pulses and nuts,Beans (spotted),870,KG,actual,Retail,TZS,2100,0.92
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,pulses and nuts,Soybeans,248,KG,actual,Retail,TZS,2300,1
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Cabbage,181,KG,actual,Retail,TZS,699.6,0.31
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Carrots,166,KG,actual,Retail,TZS,1705.1,0.74
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Lettuce,318,KG,actual,Retail,TZS,980,0.43
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Onions,173,KG,actual,Retail,TZS,1556.2,0.68
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Tomatoes,114,KG,actual,Retail,TZS,1151.7,0.5
2018-10-15,Singida,Manyoni,Singida Region,4559,-5.75,34.5,vegetables and fruits,Tomatoes (bitter),869,KG,actual,Retail,TZS,3062.6,1.34
2018-10-15,Singida,Singida Urban,Singida,94,-4.82,34.75,cereals and tubers,Rice,52,100 KG,actual,Wholesale,TZS,144444.44,62.99
2018-10-15,Singida,Singida Urban,Singida,94,-4.82,34.75,pulses and nuts,Beans,50,100 KG,actual,Wholesale,TZS,179444.44,78.26
2018-10-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Maize (white),67,KG,actual,Retail,TZS,900,0.39
2018-10-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Maize flour (white),134,KG,actual,Retail,TZS,800,0.35
2018-10-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,TZS,800,0.35
2018-10-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Rice,52,KG,actual,Retail,TZS,1305.6,0.57
2018-10-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,TZS,745.1,0.32
2018-10-15,Tabora,Sikonge,Tabora Region,4560,-5.27,32.82,cereals and tubers,Wheat flour,58,KG,actual,Retail,TZS,1033.3,0.45
